ID,Contract Number,Program Area,Award Year,Project Title,Organization Name,Project Description,Awarded Amount,Pledged Match Amount,Seattle Electoral District,Neighborhood District
O17050,O17050,Small Sparks Fund,2017,The White Room Exhibit and Panel Discussion,White Room Steering Committee,"The White Room Steering Committee will host a free art exhibit and a free panel discussion that will explore issues of representation, appropriation, and reclamation as they pertain to race.  The art exhibit will be on public display at the Method Gallery located at 106 3rd Ave S from June 16 to August 5 on Fridays and Saturdays from 12pm to 5pm.  The panel discussion will take place at the Northwest African American Museum located at 2300 S Massachusetts St on June 17 from 1pm to 3pm.  The panel discussion coincides with and will complement the NWAAM's Juneteenth celebrations.","5,000","4,530",Citywide (One or more Districts),
O17048,O17048,Small Sparks Fund,2017,Mural for All,Concerned Citizens of Genesee Junction,Concerned Citizens of Genesee Junction community group will be painting a mural on the wall located at 4909 Rainier Ave S. The group wants to reclaim the wall that has been covered in graffiti for the last 10 years. This project will strengthen positive relationships within the surrounding Genesee community.,"5,000","4,145",District 2,
O17047,O17047,Small Sparks Fund,2017,Meridian Playground Picnic Tables,Wallingford Community Council,"The Wallingford Community Council will work with Seattle Parks and Recreation,(SPR), to add two ADA accessible picnic tables to Meridian Playground to be completed by Spring 2018. The Wallingford Community Council raised $3,700 cash to match this NMF award for the picnic table installation by SPR and will host a community picnic to celebrate project completion.","5,000","4,020",District 4,
O17046,O17046,Small Sparks Fund,2017,Georgetown Carnival - Clown Town,Georgetown Merchants Association,"The 12th annual Georgetown Carnival takes place on Saturday, June 10, 2017 from 2:00pm - 12:00am. The carnival provides for the presentation of contemporary art to families, youth, and underserved audiences in our community. This free multidisciplinary arts festival presents the work of dozens of the neighborhood's diverse artists in every discipline, from acrobats and interactive arts to brass bands and circus sideshows.  This project supports the family oriented Clown Town portion of this year's carnival programming.","5,000","4,350",District 2,
O17045,O17045,Small Sparks Fund,2017,Hiawatha Artists Swing Fling Dance,Rainier Court Age to Age Art Connection Steering Committee,"The Rainier Court Age to Age Art Connection Steering Committee will host a free art show and swing dance on Sunday, July 16, 3-7pm, at the Artspace Hiawatha Lofts, 843 Hiawatha Pl S. Works by resident artists will be featured. Instructors from the local business My World Dance will lead participants who come to swing dance to the sounds of the 1940s. Music bands will include Standard Time and Jazz Underground. Outreach will be done to the Jackson Place neighborhood and the Seattle swing dance community.","2,600","1,360",District 3,
O17043,O17043,Small Sparks Fund,2017,Salmon Bay Traffic Circle Beautification,Salmon Bay Traffic Circle Committee,The Salmon Bay Traffic Circle Committee will beautify the traffic circle at NW 70th & 17th NW with plantings. Drought-tolerant and colorful plants will be installed at work parties in June. A neighborhood celebration will be held in September at a residence near the traffic circle.,"2,400","2,400",District 6,
O17042,O17042,Small Sparks Fund,2017,Victory Heights Signs and Traffic Circles,Victory Heights Community Council,"The Victory Heights Community Council (VHCC) will help create an identity for the Victory Heights neighborhood with welcome-to-the-neighborhood signs to be installed by SDOT. In addition, over the summer VHCC volunteers and neighbors will landscape traffic circles in Victory Heights.  In September, VHCC will host a community walk-about to see the circles in all their glory and admire the new signs.","5,000","3,820",District 5,
O17041,O17041,Small Sparks Fund,2017,Van Asselt Community Event,Friends of Van Asselt Community Event,"The Friends of Van Asselt Community Event will host a free public community event on June 3, 2017 at Van Asselt Elementary School located at 8311 Beacon Ave S from 8am to 12pm.  The goals of the event are to celebrate the end of the school year, to bring together culturally diverse community members for a common purpose, and to beautify and improve the physical public grounds of the school.  There will be mural-painting, gardening, litter removal, and a community picnic.","3,200","4,465",District 2,
O17040,O17040,Small Sparks Fund,2017,Night Out 2017 - 8th Ave Green Street Neighbors,8th Ave. Green St. Neighbors,"The 8th Ave Green St Neighbors will organize a block party on August 1, 2017 to celebrate National Night Out Against Crime. The event will take place on 8th Ave between Madison St and James St from 6:30 - 8:30 pm. There will be food, games, and live entertainment.  The event will promote community-building and crime prevention.","1,850","10,180",District 3,
O17039,O17039,Small Sparks Fund,2017,Kulintang Project,"History, Art, Music, & Culture of Kulintang","The Kulintang Project, is a free five day cultural workshop scheduled for May 22-26, 2017 at the Immaculate Conception Legion of Mary Room, 810 18th Avenue Seattle, WA 98122  The workshop will be taught by the kulintang master musician, Manny Dragon. The workshop is designed to be 'hands-on' with emphasis on the instrument's historical background/influence on the Filipino culture. The series will culminate in a performance on Saturday, May 27th at Exhibition Hall, 301 Mercer Street, as part of Seattle's Annual Folklife Festival.","3,150","5,600",Citywide (One or more Districts),
O17038,O17038,Small Sparks Fund,2017,West Duwamish Greenbelt Trails Community Outreach,West Duwamish Greenbelt Trails,"The West Duwamish Greenbelt Trails group will organize activities and create resources to raise public awareness of the West Duwamish Greenbelt, located between SW Spokane St, SW Barton St,  W Marginal Way SW, and Highland Park Way SW.  Throughout the summer of 2017 volunteers will lead free guided hikes and conduct outreach at various community events. During the fall of 2017 volunteers will oversee the creation of a website. The project will promote recreation, forest restoration, and environmental education.","5,000","7,800",District 1,
O17037,O17037,Small Sparks Fund,2017,33rd Ave NE Play Streets Project,Lake City Community Council,"The East Lake City Collaborative will organize three Play Streets events for June 20, July 11, and August 1, 2017 with the goal of reclaiming 33rd Ave NE for positive neighborhood interactions, and to further engage the community in the planning & development of the new 33rd Ave NE park site. This will include a three-phase art with various family activities, educational and service displays, live entertainment, and food. The final event coincides with Night Out and will include related safety information & activities. The events will be used to create partnerships with other organizations, encouraging them to sponsor additional interim uses for the 33rd Ave NE park site during the summer and fall of 2017.","2,700","3,664",District 5,
O17036,O17036,Small Sparks Fund,2017,Laotian Youth Summer Activities,Lao Community Service Office,"Lao Community Service Office will organize a free summer program for school-aged Laotian youth. The program will provide academic support, leadership development, communication skills training, and it will address inter generational gaps between first and second generation Laotians.  It will be held on Friday and Saturday afternoons from 4:30 pm - 7:30 pm from July 1 through September 30, 2017 at 4714 Rainier Ave S.","5,000","6,080",District 2,
O17034,O17034,Small Sparks Fund,2017,Cascade Giving Garden,Cascade Giving Garden,"The Cascade Giving Garden will revitalize the grounds of the Cascade People's Center into a safe, welcoming public space. Our project leadership team and volunteers will improve existing garden beds, add new beds, and build soil with compost amendments. Additionally, we will install facility improvements including a compost bin, educational signage, tool shed, drip irrigation system, and perennial plants.","5,000","4,490",District 7,
O17033,O17033,Small Sparks Fund,2017,Beacon Hill Growing Pains,Beacon Arts,"Beacon Arts will capture the experiences of community members in response to the rapid changes that have been happening in the Beacon Hill neighborhood. With facilitation by professional artists, community perspectives will be expressed in the form of visual and written works of art. These activities will happen at several popular public events on Beacon Hill held during the summer of 2017.  The art work will be on public display at community events in the summer and fall of 2017.","5,000","6,260",District 2,
