Department,Jobtitle,Female Avg Hrly Rate,No. Female Empl,Male Avg Hrly Rate,No. Male Empl,Total Avg Hrly Rate,Total No. Empl,Total Average of MONTHS LONGEVITY IN CURRENT CLASSIFICATION ,Ratio of women's hourly rate to men's hourly rate - percentage,Notes
Seattle Public Utilities,Prjt Fund&Agreemts Coord,36.3,1,,,36.3,1,122,,No men in title
Seattle Public Utilities,"Prjt Fund&Agreemts Coord,Sr",39.96,1,39.96,2,39.96,3,85.33,100,
Seattle Public Utilities,Publc Ed Prgm Spec,31.16,1,31.16,2,31.16,3,63.33,100,
Seattle Public Utilities,"Publc Relations Spec,Sr",36.3,1,36.3,2,36.3,3,49.67,100,
Seattle Public Utilities,"Publc/Cultural Prgms Spec,Sr",35,2,,,35,2,43.5,,No men in title
Seattle Public Utilities,"Real Property Agent,Sr",45.39,3,45.39,2,45.39,5,161.2,100,
Seattle Public Utilities,Res&Eval Asst,29.41,2,,,29.41,2,156,,No men in title
Seattle Public Utilities,Scale Attendant,22.78,2,22.78,6,22.78,8,86,100,
Seattle Public Utilities,Security Prgms Spec,,,34.94,1,34.94,1,123,,No women in title
Seattle Public Utilities,"Sfty&Hlth Spec,Sr",42.25,2,42.25,2,42.25,4,90.25,100,
Seattle Public Utilities,"Sfty&Hlth Spec,Sr-BU",,,40.74,1,40.74,1,5,,No women in title
Seattle Public Utilities,Solid Wst Fld Rep II,34.1,1,34.1,3,34.1,4,80,100,
Seattle Public Utilities,Solid Wst Fld Rep Supv,,,40.04,3,40.04,3,159.33,,No women in title
Seattle Public Utilities,"Solid Wst Fld Rep,Lead",37.06,1,37.06,4,37.06,5,65,100,
Seattle Public Utilities,Stat Mach CC,,,34.51,1,34.51,1,0,,No women in title
Seattle Public Utilities,Stat Maint Mach,,,31.4,1,31.4,1,234,,No women in title
Seattle Public Utilities,"StratAdvsr1,CSPI&P",45.25,2,47.9,2,46.58,4,52,94.47,
Seattle Public Utilities,"StratAdvsr1,Exempt",39.32,1,,,39.32,1,40,,No men in title
Seattle Public Utilities,"StratAdvsr1,Fin,Bud,&Actg",45.93,1,,,45.93,1,64,,No men in title
Seattle Public Utilities,"StratAdvsr1,General Govt",42.94,2,43.9,4,43.58,6,42.67,97.82,
Seattle Public Utilities,"StratAdvsr1,PC&RM",47.76,2,,,47.76,2,20.5,,No men in title
Seattle Public Utilities,"StratAdvsr1,Utils",45.13,5,45.37,7,45.27,12,62.25,99.47,
Seattle Public Utilities,"StratAdvsr2,CSPI&P",,,47.06,1,47.06,1,10,,No women in title
Seattle Public Utilities,"StratAdvsr2,Engrng&Plans Rev",52.21,1,51.47,6,51.57,7,96,101.44,
Seattle Public Utilities,"StratAdvsr2,Exempt",47.81,1,,,47.81,1,33,,No men in title
Seattle Public Utilities,"StratAdvsr2,Fin,Bud,&Actg",51.63,2,,,51.63,2,56,,No men in title
Seattle Public Utilities,"StratAdvsr2,General Govt",50.74,6,50.08,3,50.52,9,81.22,101.32,
Seattle Public Utilities,"StratAdvsr2,Utils",50.09,10,50.46,11,50.28,21,73.9,99.27,
Seattle Public Utilities,"StratAdvsr3,Exempt",58.84,2,57.51,2,58.17,4,70,102.32,
Seattle Public Utilities,"StratAdvsr3,General Govt",,,56.4,1,56.4,1,34,,No women in title
Seattle Public Utilities,"StratAdvsr3,Utils",58.23,2,50.63,1,55.7,3,95.33,115,
Seattle Public Utilities,"Surveyor,Chief",,,45.25,1,45.25,1,28,,No women in title
Seattle Public Utilities,Transmission CC-WDM II,37.4,1,38.09,2,37.86,3,28.33,98.2,
Seattle Public Utilities,Trng&Ed Coord,33.69,1,,,33.69,1,62,,No men in title
Seattle Public Utilities,"Trng&Ed Coord,Asst",26.79,1,,,26.79,1,80,,No men in title
Seattle Public Utilities,"Trng&Ed Coord,Sr",36.3,3,,,36.3,3,88.67,,No men in title
Seattle Public Utilities,Truck Drvr,,,27.58,3,27.58,3,147.33,,No women in title
Seattle Public Utilities,"Truck Drvr,Heavy",29,6,28.95,21,28.96,27,135.04,100.19,
Seattle Public Utilities,Util Act Rep I,26.81,24,26.92,10,26.84,34,100.68,99.61,
Seattle Public Utilities,Util Act Rep II,29.51,23,29.56,3,29.52,26,105.15,99.83,
Seattle Public Utilities,Util Act Rep Supv I,,,31.79,2,31.79,2,19.5,,No women in title
Seattle Public Utilities,Util Act Rep Supv II,36.3,3,36.3,2,36.3,5,87.8,100,
Seattle Public Utilities,Util Act Rep Trne,21.2,9,21.03,7,21.13,16,4.5,100.78,
Seattle Public Utilities,Util Acts Supv,31.19,2,,,31.19,2,34,,No men in title
Seattle Public Utilities,Util Hearing Ofcr,42.25,1,,,42.25,1,57,,No men in title
Seattle Public Utilities,Util Svc Inspector,34.74,1,34.74,3,34.74,4,123.75,100,
Seattle Public Utilities,"Util Svc Inspector,Sr",37.35,1,37.35,2,37.35,3,109,100,
Seattle Public Utilities,Util Svc Rep,31.25,11,32.07,4,31.47,15,83.6,97.44,
Seattle Public Utilities,Util Systs Maint Tech,,,27.63,4,27.63,4,52,,No women in title
Seattle Public Utilities,"Util Systs Maint Tech,Sr",,,29.24,2,29.24,2,52,,No women in title
Seattle Public Utilities,"Warehouser,Chief",,,30.88,1,30.88,1,87,,No women in title
Seattle Public Utilities,"Warehouser,Sr-BU",26.18,3,26.23,7,26.21,10,53,99.83,
Seattle Public Utilities,Wtr Laboratory Tech,,,24.07,5,24.07,5,121.2,,No women in title
Seattle Public Utilities,Wtr Meter Changer,,,25.28,1,25.28,1,110,,No women in title
Seattle Public Utilities,Wtr Meter Repairer,,,26.69,1,26.69,1,100,,No women in title
Seattle Public Utilities,"Wtr Meter Repairer,Sr",27.67,1,27.67,2,27.67,3,158.67,100,
Seattle Public Utilities,Wtr Pipe CC,,,38.42,2,38.42,2,158,,No women in title
Seattle Public Utilities,Wtr Pipe CC-WDM II,,,38.77,6,38.77,6,71,,No women in title
Seattle Public Utilities,Wtr Pipe Wkr,30.18,2,30.18,25,30.18,27,102.81,100,
Seattle Public Utilities,Wtr Pipe Wkr Sr-WDM II,33.64,4,33.64,27,33.64,31,69.45,100,
Seattle Public Utilities,"Wtr Pipe Wkr,Sr",,,32.37,10,32.37,10,191.2,,No women in title
Seattle Public Utilities,Wtr Pipe Wkr-WDM I,30.46,1,29.94,15,29.97,16,28.81,101.75,
Seattle Public Utilities,Wtr Quality Anlyst,33.69,3,33.69,3,33.69,6,121.33,100,
Seattle Public Utilities,"Wtr Quality Anlyst,Asst",31.16,2,,,31.16,2,77.5,,No men in title
Seattle Public Utilities,"Wtr Quality Anlyst,Sr",36.3,2,36.3,1,36.3,3,102.67,100,
Seattle Public Utilities,"Wtr Quality Anlyst,Supv",39.2,1,39.2,1,39.2,2,90.5,100,
Seattle Public Utilities,Wtr Quality Engr,44.74,1,,,44.74,1,171,,No men in title
Seattle Public Utilities,"Wtr Quality Engr,Sr",,,50.69,2,50.69,2,85,,No women in title
Seattle Public Utilities,Wtr Syst Op,,,38.58,5,38.58,5,140,,No women in title
Seattle Public Utilities,"Wtr Syst Op,Sr",41.72,1,41.72,1,41.72,2,135,100,
Seattle Public Utilities,Wtr Systs Supv,,,47.63,2,47.63,2,138,,No women in title
Seattle Public Utilities,Wtr Treatment CC,36.3,1,36.3,1,36.3,2,168.5,100,
Seattle Public Utilities,Wtr Treatment Equip Tech,,,33.09,1,33.09,1,42,,No women in title
Seattle Public Utilities,"Wtr Treatment Op,Sr",,,31.34,2,31.34,2,96.5,,No women in title
Seattle Public Utilities,Wtr Treatment Op-Asg Relief,,,29.08,1,29.08,1,192,,No women in title
Seattle Public Utilities,Wtr Treatment Op-WDM I,28.22,2,27.52,3,27.8,5,72.2,102.56,
Seattle Public Utilities,Wtrshed Inspector,,,30.81,3,30.81,3,157,,No women in title
Seattle Public Utilities,"Wtrshed Inspector,Sr",34.94,1,,,34.94,1,124,,No men in title
Seattle Public Utilities,Wtrshed Opns Supv,,,39.96,1,39.96,1,107,,No women in title
Seattle Public Utilities,Wtrshed Resource Spec,,,36.3,1,36.3,1,170,,No women in title
Seattle Public Utilities,Wtrshed Resources Tech,,,34.45,1,34.45,1,73,,No women in title
Seattle Public Utilities,"Wtrworks Maint Spec,Sr-SMU",,,29.99,2,29.99,2,43,,No women in title
Seattle Public Utilities,Wtrworks Maint Spec-SMU,,,27.65,3,27.65,3,47,,No women in title
Seattle Public Utilities,Wtrworks Maint Supv,,,35.57,1,35.57,1,14,,No women in title
,Grand Total,35.45,"3,577",39.15,"6,240",37.8,"9,817",79.58,,
